name	country	lat	lon	timezone
Saugus	US	42.46482	-71.01005	America/New_York
Shrewsbury	US	42.29593	-71.71285	America/New_York
Somerset	US	41.76955	-71.12866	America/New_York
Somerville	US	42.3876	-71.0995	America/New_York
South Boston	US	42.33343	-71.04949	America/New_York
South Hadley	US	42.25842	-72.57453	America/New_York
South Peabody	US	42.50982	-70.94949	America/New_York
Southbridge	US	42.0751	-72.03341	America/New_York
Springfield	US	42.10148	-72.58981	America/New_York
Stoneham	US	42.4801	-71.0995	America/New_York
Stoughton	US	42.1251	-71.10227	America/New_York
Sudbury	US	42.38343	-71.41617	America/New_York
Swansea	US	41.74816	-71.18977	America/New_York
Taunton	US	41.9001	-71.08977	America/New_York
Tewksbury	US	42.61065	-71.23422	America/New_York
Wakefield	US	42.50648	-71.07283	America/New_York
Waltham	US	42.37649	-71.23561	America/New_York
Watertown	US	42.37093	-71.18283	America/New_York
Wellesley	US	42.29649	-71.29256	America/New_York
West Springfield	US	42.10704	-72.62037	America/New_York
West Roxbury	US	42.27926	-71.1495	America/New_York
Westfield	US	42.12509	-72.74954	America/New_York
Westford	US	42.57926	-71.43784	America/New_York
Weymouth	US	42.22093	-70.93977	America/New_York
Wilmington	US	42.54648	-71.17367	America/New_York
Winchester	US	42.45232	-71.137	America/New_York
Winthrop	US	42.3751	-70.98283	America/New_York
Woburn	US	42.47926	-71.15228	America/New_York
Worcester	US	42.26259	-71.80229	America/New_York
Yarmouth	US	41.70567	-70.22863	America/New_York
Auburn	US	44.09785	-70.23117	America/New_York
Augusta	US	44.31062	-69.77949	America/New_York
Bangor	US	44.79884	-68.77265	America/New_York
Biddeford	US	43.49258	-70.45338	America/New_York
Brunswick	US	43.91452	-69.96533	America/New_York
Lewiston	US	44.10035	-70.21478	America/New_York
Portland	US	43.65737	-70.2589	America/New_York
Saco	US	43.50092	-70.44283	America/New_York
Sanford	US	43.43925	-70.77422	America/New_York
South Portland	US	43.64147	-70.24088	America/New_York
South Portland Gardens	US	43.63897	-70.31533	America/New_York
Waterville	US	44.55201	-69.63171	America/New_York
West Scarborough	US	43.57036	-70.38783	America/New_York
Westbrook	US	43.67703	-70.37116	America/New_York
Adrian	US	41.89755	-84.03717	America/Detroit
Allen Park	US	42.25754	-83.21104	America/Detroit
Allendale	US	42.97225	-85.95365	America/Detroit
Ann Arbor	US	42.27756	-83.74088	America/Detroit
Auburn Hills	US	42.68753	-83.2341	America/Detroit
Battle Creek	US	42.3173	-85.17816	America/Detroit
Bay City	US	43.59447	-83.88886	America/Detroit
Berkley	US	42.50309	-83.18354	America/Detroit
Birmingham	US	42.5467	-83.21132	America/Detroit
Burton	US	42.99947	-83.61634	America/Detroit
Canton	US	42.30865	-83.48216	America/Detroit
Clinton Township	US	42.58698	-82.91992	America/Detroit
Dearborn	US	42.32226	-83.17631	America/Detroit
Dearborn Heights	US	42.33698	-83.27326	America/Detroit
Detroit	US	42.33143	-83.04575	America/Detroit
East Lansing	US	42.73698	-84.48387	America/Detroit
Eastpointe	US	42.46837	-82.95547	America/Detroit
Farmington Hills	US	42.48531	-83.37716	America/Detroit
Ferndale	US	42.46059	-83.13465	America/Detroit
Flint	US	43.01253	-83.68746	America/Detroit
Forest Hills	US	42.95947	-85.48975	America/Detroit
Garden City	US	42.32559	-83.33104	America/Detroit
Grand Rapids	US	42.96336	-85.66809	America/Detroit
Grandville	US	42.90975	-85.76309	America/Detroit
Grosse Pointe Woods	US	42.44365	-82.90686	America/Detroit
Hamtramck	US	42.39282	-83.04964	America/Detroit
Haslett	US	42.74698	-84.40108	America/Detroit
Hazel Park	US	42.46254	-83.10409	America/Detroit
Holland	US	42.78752	-86.10893	America/Detroit
Holt	US	42.64059	-84.51525	America/Detroit
Jackson	US	42.24587	-84.40135	America/Detroit
Jenison	US	42.90725	-85.79198	America/Detroit
Kalamazoo	US	42.29171	-85.58723	America/Detroit
Kentwood	US	42.86947	-85.64475	America/Detroit
Lansing	US	42.73253	-84.55553	America/Detroit
Lincoln Park	US	42.25059	-83.17854	America/Detroit
Livonia	US	42.36837	-83.35271	America/Detroit
Madison Heights	US	42.48587	-83.1052	America/Detroit
Marquette	US	46.54354	-87.39542	America/Detroit
Midland	US	43.61558	-84.24721	America/Detroit
Monroe	US	41.91643	-83.39771	America/Detroit
Mount Clemens	US	42.59726	-82.87798	America/Detroit
Mount Pleasant	US	43.59781	-84.76751	America/Detroit
Muskegon	US	43.23418	-86.24839	America/Detroit
Norton Shores	US	43.1689	-86.26395	America/Detroit
Novi	US	42.48059	-83.47549	America/Detroit
Oak Park	US	42.45948	-83.18271	America/Detroit
Okemos	US	42.72226	-84.42747	America/Detroit
Pontiac	US	42.63892	-83.29105	America/Detroit
Port Huron	US	42.97086	-82.42491	America/Detroit
Portage	US	42.20115	-85.58	America/Detroit
Redford	US	42.38337	-83.2966	America/Detroit
Rochester Hills	US	42.65837	-83.14993	America/Detroit
Romulus	US	42.22226	-83.3966	America/Detroit
Roseville	US	42.49726	-82.93714	America/Detroit
Royal Oak	US	42.48948	-83.14465	America/Detroit
Saginaw	US	43.41947	-83.95081	America/Detroit
Shelby	US	42.67087	-83.03298	America/Detroit
Southfield	US	42.47337	-83.22187	America/Detroit
Southgate	US	42.21393	-83.19381	America/Detroit
Saint Clair Shores	US	42.49698	-82.88881	America/Detroit
Sterling Heights	US	42.58031	-83.0302	America/Detroit
Taylor	US	42.24087	-83.26965	America/Detroit
Traverse City	US	44.76306	-85.62063	America/Detroit
Trenton	US	42.13949	-83.17826	America/Detroit
Troy	US	42.60559	-83.14993	America/Detroit
Walker	US	43.00141	-85.76809	America/Detroit
Warren	US	42.49044	-83.01304	America/Detroit
Waterford	US	42.69303	-83.41181	America/Detroit
Waverly	US	42.7392	-84.62081	America/Detroit
Wayne	US	42.28143	-83.38632	America/Detroit
Westland	US	42.3242	-83.40021	America/Detroit
Wyandotte	US	42.21421	-83.14992	America/Detroit
Wyoming	US	42.91336	-85.70531	America/Detroit
Ypsilanti	US	42.24115	-83.61299	America/Detroit
Albert Lea	US	43.64801	-93.36827	America/Chicago
Andover	US	45.2333	-93.29134	America/Chicago
Anoka	US	45.19774	-93.38718	America/Chicago
Apple Valley	US	44.73191	-93.21772	America/Chicago
Austin	US	43.66663	-92.97464	America/Chicago
Blaine	US	45.1608	-93.23495	America/Chicago
Bloomington	US	44.8408	-93.29828	America/Chicago
Brooklyn Center	US	45.07608	-93.33273	America/Chicago
Brooklyn Park	US	45.09413	-93.35634	America/Chicago
Buffalo	US	45.17191	-93.87469	America/Chicago
Burnsville	US	44.76774	-93.27772	America/Chicago
Champlin	US	45.18885	-93.39745	America/Chicago
Chanhassen	US	44.86219	-93.53079	America/Chicago
Chaska	US	44.78941	-93.60218	America/Chicago
Columbia Heights	US	45.0408	-93.263	America/Chicago
Coon Rapids	US	45.11997	-93.28773	America/Chicago
Cottage Grove	US	44.82774	-92.94382	America/Chicago
Crystal	US	45.03274	-93.36023	America/Chicago
Duluth	US	46.78327	-92.10658	America/Chicago
Eagan	US	44.80413	-93.16689	America/Chicago
Eden Prairie	US	44.85469	-93.47079	America/Chicago
Edina	US	44.88969	-93.34995	America/Chicago
Elk River	US	45.30385	-93.56718	America/Chicago
Faribault	US	44.29496	-93.26883	America/Chicago
Farmington	US	44.64024	-93.14355	America/Chicago
Forest Lake	US	45.27886	-92.98522	America/Chicago
Fridley	US	45.08608	-93.26328	America/Chicago
Golden Valley	US	45.00969	-93.34912	America/Chicago
Ham Lake	US	45.25024	-93.24995	America/Chicago
Hastings	US	44.7433	-92.85243	America/Chicago
Hibbing	US	47.42715	-92.93769	America/Chicago
Hopkins	US	44.92496	-93.46273	America/Chicago
Inver Grove Heights	US	44.84802	-93.04272	America/Chicago
Lakeville	US	44.64969	-93.24272	America/Chicago
Lino Lakes	US	45.16024	-93.08883	America/Chicago
Mankato	US	44.15906	-94.00915	America/Chicago
Maple Grove	US	45.07246	-93.45579	America/Chicago
Maplewood	US	44.95302	-92.99522	America/Chicago
Minneapolis	US	44.97997	-93.26384	America/Chicago
Minnetonka	US	44.9133	-93.50329	America/Chicago
Minnetonka Mills	US	44.94107	-93.4419	America/Chicago
Moorhead	US	46.87386	-96.76951	America/Chicago
New Brighton	US	45.06552	-93.20189	America/Chicago
New Hope	US	45.03802	-93.38662	America/Chicago
Northfield	US	44.4583	-93.1616	America/Chicago
Oakdale	US	44.96302	-92.96494	America/Chicago
Otsego	US	45.27413	-93.59135	America/Chicago
Owatonna	US	44.08385	-93.22604	America/Chicago
Plymouth	US	45.01052	-93.45551	America/Chicago
Prior Lake	US	44.7133	-93.42273	America/Chicago
Ramsey	US	45.2611	-93.45	America/Chicago
Red Wing	US	44.56247	-92.5338	America/Chicago
Richfield	US	44.8833	-93.283	America/Chicago
Rochester	US	44.02163	-92.4699	America/Chicago
Rosemount	US	44.73941	-93.12577	America/Chicago
Roseville	US	45.00608	-93.15661	America/Chicago
Saint Cloud	US	45.5608	-94.16249	America/Chicago
Saint Louis Park	US	44.9483	-93.34801	America/Chicago
Saint Michael	US	45.20996	-93.66496	America/Chicago
Saint Paul	US	44.94441	-93.09327	America/Chicago
Sartell	US	45.62163	-94.20694	America/Chicago
Savage	US	44.77913	-93.33634	America/Chicago
Shakopee	US	44.79802	-93.5269	America/Chicago
Shoreview	US	45.07913	-93.14717	America/Chicago
South Saint Paul	US	44.89274	-93.03494	America/Chicago
Stillwater	US	45.05636	-92.80604	America/Chicago
West Coon Rapids	US	45.15969	-93.34967	America/Chicago
West Saint Paul	US	44.91608	-93.10161	America/Chicago
White Bear Lake	US	45.08469	-93.00994	America/Chicago
Willmar	US	45.12191	-95.04334	America/Chicago
Winona	US	44.04996	-91.63932	America/Chicago
Woodbury	US	44.92386	-92.95938	America/Chicago
Kirksville	US	40.19475	-92.58325	America/Chicago
Fargo	US	46.87719	-96.7898	America/Chicago
Grand Forks	US	47.92526	-97.03285	America/Chicago
Jamestown	US	46.91054	-98.70844	America/Chicago
West Fargo	US	46.87497	-96.90036	America/Chicago
Bellevue	US	41.13667	-95.89084	America/Chicago
Columbus	US	41.42973	-97.36838	America/Chicago
Fremont	US	41.43333	-96.49808	America/Chicago
Grand Island	US	40.92501	-98.34201	America/Chicago
Hastings	US	40.58612	-98.38839	America/Chicago
Kearney	US	40.69946	-99.08148	America/Chicago
La Vista	US	41.18389	-96.03113	America/Chicago
Lincoln	US	40.8	-96.66696	America/Chicago
Norfolk	US	42.02834	-97.417	America/Chicago
Omaha	US	41.25626	-95.94043	America/Chicago
Papillion	US	41.15444	-96.04224	America/Chicago
Bedford	US	42.94647	-71.5159	America/New_York
Concord	US	43.20814	-71.53757	America/New_York
Derry	US	42.88064	-71.32729	America/New_York
Derry Village	US	42.89175	-71.31201	America/New_York
Dover	US	43.19786	-70.87367	America/New_York
East Concord	US	43.24202	-71.53813	America/New_York
Keene	US	42.93369	-72.27814	America/New_York
Laconia	US	43.52785	-71.47035	America/New_York
Manchester	US	42.99564	-71.45479	America/New_York
Merrimack	US	42.86509	-71.4934	America/New_York
Nashua	US	42.76537	-71.46757	America/New_York
Portsmouth	US	43.07704	-70.75766	America/New_York
Rochester	US	43.30453	-70.97562	America/New_York
Salem	US	42.78842	-71.20089	America/New_York
Asbury Park	US	40.22039	-74.01208	America/New_York
Avenel	US	40.58038	-74.28515	America/New_York
Basking Ridge	US	40.70621	-74.54932	America/New_York
Bayonne	US	40.66871	-74.11431	America/New_York
Belleville	US	40.79371	-74.15014	America/New_York
Bergenfield	US	40.9276	-73.99736	America/New_York
Bloomfield	US	40.80677	-74.18542	America/New_York
Brick	US	40.05928	-74.13708	America/New_York
Carteret	US	40.57733	-74.2282	America/New_York
Cliffside Park	US	40.82149	-73.98764	America/New_York
Clifton	US	40.85843	-74.16376	America/New_York
Colonia	US	40.57455	-74.30209	America/New_York
Cranford	US	40.65844	-74.29959	America/New_York
Denville	US	40.89232	-74.47738	America/New_York
Dover	US	40.88399	-74.5621	America/New_York
Dumont	US	40.94065	-73.99681	America/New_York
East Brunswick	US	40.42788	-74.41598	America/New_York
East Orange	US	40.76732	-74.20487	America/New_York
Edison	US	40.51872	-74.4121	America/New_York
Elizabeth	US	40.66399	-74.2107	America/New_York
Elmwood Park	US	40.90399	-74.11848	America/New_York
Englewood	US	40.89288	-73.97264	America/New_York
Ewing	US	40.26983	-74.79988	America/New_York
Fair Lawn	US	40.94038	-74.13181	America/New_York
Fords	US	40.52927	-74.31598	America/New_York
Fort Lee	US	40.85093	-73.97014	America/New_York
Garfield	US	40.88149	-74.1132	America/New_York
Hackensack	US	40.88593	-74.04347	America/New_York
Harrison	US	40.74649	-74.15626	America/New_York
Hawthorne	US	40.94926	-74.15375	America/New_York
Hillsborough	US	40.4776	-74.62682	America/New_York
Hillside	US	40.70121	-74.23015	America/New_York
Hoboken	US	40.74399	-74.03236	America/New_York
Hopatcong Hills	US	40.94399	-74.67072	America/New_York
Irvington	US	40.73232	-74.23487	America/New_York
Iselin	US	40.57538	-74.32237	America/New_York
Jersey City	US	40.72816	-74.07764	America/New_York
Kearny	US	40.76843	-74.14542	America/New_York
Lakewood	US	40.09789	-74.21764	America/New_York
Linden	US	40.62205	-74.24459	America/New_York
Livingston	US	40.79593	-74.31487	America/New_York
Lodi	US	40.88232	-74.0832	America/New_York
Long Branch	US	40.30428	-73.99236	America/New_York
Lyndhurst	US	40.81204	-74.12431	America/New_York
Madison	US	40.75982	-74.4171	America/New_York
Mahwah	US	41.08871	-74.14376	America/New_York
Maplewood	US	40.73121	-74.27348	America/New_York
Marlboro	US	40.31539	-74.24626	America/New_York
Middletown	US	40.39428	-74.11709	America/New_York
Montclair	US	40.82593	-74.20903	America/New_York
Morristown	US	40.79677	-74.48154	America/New_York
New Brunswick	US	40.48622	-74.45182	America/New_York
New Milford	US	40.9351	-74.01903	America/New_York
Newark	US	40.73566	-74.17237	America/New_York
North Arlington	US	40.78843	-74.1332	America/New_York
North Bergen	US	40.80427	-74.01208	America/New_York
North Plainfield	US	40.6301	-74.42737	America/New_York
Nutley	US	40.82232	-74.15987	America/New_York
Old Bridge	US	40.41483	-74.36543	America/New_York
Orange	US	40.77066	-74.23265	America/New_York
Palisades Park	US	40.84816	-73.99764	America/New_York
Paramus	US	40.94454	-74.07542	America/New_York
Parsippany	US	40.85788	-74.42599	America/New_York
Passaic	US	40.85677	-74.12848	America/New_York
Paterson	US	40.91677	-74.17181	America/New_York
Perth Amboy	US	40.50677	-74.26542	America/New_York
Piscataway	US	40.49927	-74.39904	America/New_York
Plainfield	US	40.63371	-74.40737	America/New_York
Point Pleasant	US	40.08317	-74.06819	America/New_York
Princeton	US	40.34872	-74.65905	America/New_York
Rahway	US	40.60816	-74.27765	America/New_York
Ramsey	US	41.05732	-74.14098	America/New_York
Ridgewood	US	40.97926	-74.11653	America/New_York
Roselle	US	40.65223	-74.25882	America/New_York
Rutherford	US	40.82649	-74.10681	America/New_York
Sayreville	US	40.45927	-74.36098	America/New_York
Sayreville Junction	US	40.46538	-74.33043	America/New_York
Scotch Plains	US	40.65538	-74.38987	America/New_York
Secaucus	US	40.78955	-74.05653	America/New_York
Somerset	US	40.4976	-74.48849	America/New_York
South Old Bridge	US	40.40816	-74.35432	America/New_York
South Orange	US	40.74899	-74.26126	America/New_York
South Plainfield	US	40.57927	-74.41154	America/New_York
South River	US	40.44649	-74.38598	America/New_York
Sparta	US	41.03343	-74.63849	America/New_York
Summit	US	40.71562	-74.36468	America/New_York
Teaneck	US	40.8976	-74.01597	America/New_York
Tinton Falls	US	40.30428	-74.10042	America/New_York
Trenton	US	40.21705	-74.74294	America/New_York
Union	US	40.6976	-74.2632	America/New_York
Union City	US	40.77955	-74.02375	America/New_York
Wayne	US	40.92538	-74.27654	America/New_York
West Milford	US	41.13121	-74.36737	America/New_York
West New York	US	40.78788	-74.01431	America/New_York
West Orange	US	40.79871	-74.23904	America/New_York
Westfield	US	40.65899	-74.34737	America/New_York
Willingboro	US	40.02789	-74.86905	America/New_York
Woodbridge	US	40.5576	-74.28459	America/New_York
Wyckoff	US	41.00954	-74.17292	America/New_York
Albany	US	42.65258	-73.75623	America/New_York
Amherst	US	42.97839	-78.79976	America/New_York
Amsterdam	US	42.93869	-74.18819	America/New_York
Astoria	US	40.77205	-73.93014	America/New_York
Auburn	US	42.93173	-76.56605	America/New_York
Baldwin	US	40.65649	-73.6093	America/New_York
Batavia	US	42.99812	-78.18752	America/New_York
Bath Beach	US	40.60455	-74.00431	America/New_York
Bay Shore	US	40.7251	-73.24539	America/New_York
Baychester	US	40.86928	-73.83645	America/New_York
Bayside	US	40.76844	-73.77708	America/New_York
Bellmore	US	40.66871	-73.52707	America/New_York
Bensonhurst	US	40.60177	-73.99403	America/New_York
Bethpage	US	40.74427	-73.48207	America/New_York
Binghamton	US	42.09869	-75.91797	America/New_York
Borough Park	US	40.63399	-73.99681	America/New_York
Brentwood	US	40.78121	-73.24623	America/New_York
Brighton	US	43.14756	-77.55055	America/New_York
Brighton Beach	US	40.57788	-73.95958	America/New_York
The Bronx	US	40.84985	-73.86641	America/New_York
Brooklyn	US	40.6501	-73.94958	America/New_York
Brooklyn Heights	US	40.69538	-73.99375	America/New_York
Brownsville	US	40.66094	-73.92014	America/New_York
Buffalo	US	42.88645	-78.87837	America/New_York
Bushwick	US	40.69427	-73.91875	America/New_York
Cambria Heights	US	40.69455	-73.73847	America/New_York
Canarsie	US	40.64372	-73.90069	America/New_York
Centereach	US	40.85843	-73.09955	America/New_York
Central Islip	US	40.79065	-73.20178	America/New_York
Cheektowaga	US	42.90339	-78.75475	America/New_York
Chinatown	US	40.71649	-73.99625	America/New_York
Cicero	US	43.17562	-76.11937	America/New_York
Clay	US	43.1859	-76.17243	America/New_York
Clifton Park	US	42.86563	-73.77095	America/New_York
Cohoes	US	42.77424	-73.70012	America/New_York
College Point	US	40.7876	-73.84597	America/New_York
Commack	US	40.84288	-73.29289	America/New_York
Coney Island	US	40.57788	-73.99403	America/New_York
Copiague	US	40.68149	-73.39984	America/New_York
Coram	US	40.86871	-73.00149	America/New_York
Corona	US	40.74705	-73.86014	America/New_York
Cortland	US	42.60118	-76.18048	America/New_York
Cypress Hills	US	40.67705	-73.89125	America/New_York
Deer Park	US	40.76177	-73.32929	America/New_York
Depew	US	42.90395	-78.69225	America/New_York
Dix Hills	US	40.80482	-73.33623	America/New_York
Dyker Heights	US	40.62149	-74.00958	America/New_York
East Amherst	US	43.01839	-78.6967	America/New_York
East Elmhurst	US	40.76121	-73.86514	America/New_York
East Flatbush	US	40.65371	-73.93042	America/New_York
East Meadow	US	40.71399	-73.55902	America/New_York
East Massapequa	US	40.67343	-73.43651	America/New_York
East New York	US	40.66677	-73.88236	America/New_York
East Northport	US	40.87676	-73.32456	America/New_York
East Patchogue	US	40.76704	-72.99622	America/New_York
East Setauket	US	40.94149	-73.10594	America/New_York
East Tremont	US	40.84538	-73.89097	America/New_York
East Village	US	40.72927	-73.98736	America/New_York
Eastchester	US	40.95833	-73.80861	America/New_York
Eggertsville	US	42.96339	-78.80392	America/New_York
Elmhurst	US	40.73649	-73.87791	America/New_York
Elmira	US	42.0898	-76.80773	America/New_York
Elmont	US	40.70094	-73.71291	America/New_York
Emerson Hill	US	40.60872	-74.09598	America/New_York
Far Rockaway	US	40.60538	-73.75513	America/New_York
Farmingville	US	40.83121	-73.02955	America/New_York
Flatbush	US	40.65205	-73.95903	America/New_York
Flatlands	US	40.62122	-73.93486	America/New_York
Floral Park	US	40.72371	-73.70485	America/New_York
Fordham	US	40.85927	-73.89847	America/New_York
Forest Hills	US	40.71621	-73.85014	America/New_York
Fort Hamilton	US	40.61872	-74.0332	America/New_York
Franklin Square	US	40.70732	-73.67596	America/New_York
Freeport	US	40.6576	-73.58318	America/New_York
Fresh Meadows	US	40.73482	-73.79347	America/New_York
Garden City	US	40.72677	-73.6343	America/New_York
Glen Cove	US	40.86232	-73.63374	America/New_York
Glendale	US	40.70149	-73.8868	America/New_York
Glenville	US	42.92924	-74.05207	America/New_York
Gloversville	US	43.05285	-74.34375	America/New_York
Grand Island	US	43.03311	-78.96254	America/New_York
Graniteville	US	40.62483	-74.14848	America/New_York
Gravesend	US	40.5976	-73.96514	America/New_York
Great Kills	US	40.55427	-74.15153	America/New_York
Greenburgh	US	41.03287	-73.84291	America/New_York
Greenpoint	US	40.72371	-73.95097	America/New_York
Harlem	US	40.80788	-73.94542	America/New_York
Harrison	US	40.96899	-73.71263	America/New_York
Hauppauge	US	40.82565	-73.20261	America/New_York
Hell's Kitchen	US	40.76496	-73.9909	America/New_York
Hempstead	US	40.70621	-73.61874	America/New_York
Henrietta	US	43.05923	-77.61222	America/New_York
Hicksville	US	40.76843	-73.52513	America/New_York
Hillside	US	40.70788	-73.7868	America/New_York
Holbrook	US	40.81232	-73.07844	America/New_York
Hollis	US	40.71344	-73.76708	America/New_York
Holtsville	US	40.81538	-73.04511	America/New_York
Howard Beach	US	40.65788	-73.83625	America/New_York
Huntington	US	40.86815	-73.42568	America/New_York
Huntington Station	US	40.85343	-73.41151	America/New_York
Hunts Point	US	40.8126	-73.88402	America/New_York
Irondequoit	US	43.2134	-77.57972	America/New_York
Islip	US	40.72982	-73.21039	America/New_York
Ithaca	US	42.44063	-76.49661	America/New_York
Jackson Heights	US	40.75566	-73.88541	America/New_York
Jamaica	US	40.69149	-73.80569	America/New_York
Jamestown	US	42.097	-79.23533	America/New_York
Kenmore	US	42.96589	-78.87004	America/New_York
Kensington	US	40.64621	-73.97069	America/New_York
Kew Gardens	US	40.71427	-73.83097	America/New_York
Kings Bridge	US	40.87871	-73.90514	America/New_York
Kings Park	US	40.88621	-73.25734	America/New_York
Kingston	US	41.92704	-73.99736	America/New_York
Kiryas Joel	US	41.34204	-74.16792	America/New_York
Lackawanna	US	42.82561	-78.82337	America/New_York
Lake Ronkonkoma	US	40.8351	-73.13122	America/New_York
Latham	US	42.74702	-73.75901	America/New_York
Laurelton	US	40.67019	-73.74659	America/New_York
Levittown	US	40.72593	-73.51429	America/New_York
Lindenhurst	US	40.68677	-73.37345	America/New_York
Lockport	US	43.17061	-78.69031	America/New_York
Long Beach	US	40.58844	-73.65791	America/New_York
Long Island City	US	40.74482	-73.94875	America/New_York
Lynbrook	US	40.65483	-73.6718	America/New_York
Mamaroneck	US	40.94871	-73.73263	America/New_York
Manhattan	US	40.78343	-73.96625	America/New_York
Mariners Harbor	US	40.63677	-74.15875	America/New_York
Maspeth	US	40.72316	-73.91264	America/New_York
Massapequa	US	40.68066	-73.47429	America/New_York
Massapequa Park	US	40.68038	-73.45512	America/New_York
Mastic	US	40.80204	-72.84094	America/New_York
Medford	US	40.8176	-73.00011	America/New_York
Melrose	US	40.82455	-73.91041	America/New_York
Melville	US	40.79343	-73.41512	America/New_York
Merrick	US	40.66288	-73.55152	America/New_York
Middle Village	US	40.71649	-73.88125	America/New_York
Middletown	US	41.44593	-74.42293	America/New_York
Mineola	US	40.74927	-73.64068	America/New_York
Monsey	US	41.11121	-74.06848	America/New_York
Morris Heights	US	40.84982	-73.91986	America/New_York
Morrisania	US	40.82927	-73.90653	America/New_York
Mott Haven	US	40.80899	-73.92291	America/New_York
Mount Vernon	US	40.9126	-73.83708	America/New_York
Nanuet	US	41.08871	-74.01347	America/New_York
New City	US	41.1476	-73.98931	America/New_York
New Rochelle	US	40.91149	-73.78235	America/New_York
New Springville	US	40.59344	-74.1632	America/New_York
New York City	US	40.71427	-74.00597	America/New_York
Newburgh	US	41.50343	-74.01042	America/New_York
Niagara Falls	US	43.0945	-79.05671	America/New_York
North Amityville	US	40.6976	-73.42512	America/New_York
North Babylon	US	40.71649	-73.32179	America/New_York
North Bay Shore	US	40.753	-73.2602	America/New_York
North Bellmore	US	40.69149	-73.53346	America/New_York
North Massapequa	US	40.70093	-73.46207	America/New_York
North Tonawanda	US	43.03867	-78.8642	America/New_York
North Valley Stream	US	40.6851	-73.7018	America/New_York
Oceanside	US	40.63871	-73.64013	America/New_York
Ossining	US	41.16287	-73.86152	America/New_York
Oswego	US	43.45535	-76.5105	America/New_York
Ozone Park	US	40.67677	-73.84375	America/New_York
Park Slope	US	40.6701	-73.98597	America/New_York
Parkchester	US	40.83899	-73.86041	America/New_York
Pearl River	US	41.05899	-74.02181	America/New_York
Peekskill	US	41.29009	-73.92042	America/New_York
Plainview	US	40.77649	-73.46735	America/New_York
Plattsburgh	US	44.69949	-73.45291	America/New_York
Port Chester	US	41.00176	-73.66568	America/New_York
Port Richmond	US	40.63316	-74.13653	America/New_York
Port Washington	US	40.82566	-73.69819	America/New_York
Poughkeepsie	US	41.70037	-73.92097	America/New_York
Queens Village	US	40.72677	-73.74152	America/New_York
Queens	US	40.68149	-73.83652	America/New_York
Queensbury	US	43.37729	-73.61317	America/New_York
Rego Park	US	40.72649	-73.85264	America/New_York
Richmond Hill	US	40.69983	-73.83125	America/New_York
Ridgewood	US	40.7001	-73.90569	America/New_York
Rochester	US	43.15478	-77.61556	America/New_York
Rockville Centre	US	40.65871	-73.64124	America/New_York
Rome	US	43.21285	-75.45573	America/New_York
Ronkonkoma	US	40.821	-73.143	America/New_York
Roosevelt	US	40.67871	-73.58902	America/New_York
Rosedale	US	40.66205	-73.73541	America/New_York
Rossville	US	40.54929	-74.21019	America/New_York
Rotterdam	US	42.78702	-73.97096	America/New_York
Rye	US	40.98065	-73.68374	America/New_York
Saratoga Springs	US	43.08313	-73.78457	America/New_York
Sayville	US	40.73593	-73.08206	America/New_York
Scarsdale	US	41.0051	-73.78458	America/New_York
Schenectady	US	42.81424	-73.93957	America/New_York
Seaford	US	40.66593	-73.48818	America/New_York
Selden	US	40.86649	-73.03566	America/New_York
Sheepshead Bay	US	40.59122	-73.94458	America/New_York
Shirley	US	40.80149	-72.8676	America/New_York
Smithtown	US	40.85593	-73.20067	America/New_York
South Ozone Park	US	40.6701	-73.81902	America/New_York
Springfield Gardens	US	40.66312	-73.76221	America/New_York
Spring Valley	US	41.11315	-74.04375	America/New_York
Staten Island	US	40.56233	-74.13986	America/New_York
Sunnyside	US	40.73982	-73.93542	America/New_York
Syosset	US	40.82621	-73.50207	America/New_York
Syracuse	US	43.04812	-76.14742	America/New_York
Terrace Heights	US	40.72149	-73.7693	America/New_York
Throgs Neck	US	40.8226	-73.81958	America/New_York
Tremont	US	40.84954	-73.90569	America/New_York
Troy	US	42.72841	-73.69179	America/New_York
Uniondale	US	40.70038	-73.59291	America/New_York
Unionport	US	40.82732	-73.85013	America/New_York
University Heights	US	40.8601	-73.9093	America/New_York
Upper West Side	US	40.78705	-73.97542	America/New_York
Utica	US	43.1009	-75.23266	America/New_York
Valley Stream	US	40.66427	-73.70846	America/New_York
Van Nest	US	40.84843	-73.86375	America/New_York
Vestal	US	42.08507	-76.05381	America/New_York
Wakefield	US	40.89788	-73.85236	America/New_York
Wantagh	US	40.68371	-73.51013	America/New_York
Washington Heights	US	40.8501	-73.93541	America/New_York
Watertown	US	43.97478	-75.91076	America/New_York
West Albany	US	42.68313	-73.77845	America/New_York
West Babylon	US	40.71816	-73.35429	America/New_York
West Hempstead	US	40.70482	-73.65013	America/New_York
West Islip	US	40.70621	-73.30623	America/New_York
West Seneca	US	42.85006	-78.79975	America/New_York
Westbury	US	40.75566	-73.58763	America/New_York
White Plains	US	41.03399	-73.76291	America/New_York
Whitestone	US	40.79455	-73.81847	America/New_York
Williamsburg	US	40.71427	-73.95347	America/New_York
Wilton	US	43.18007	-73.74429	America/New_York
Woodhaven	US	40.68927	-73.85791	America/New_York
Woodmere	US	40.63205	-73.71263	America/New_York
Woodrow	US	40.5415	-74.19106	America/New_York
Woodside	US	40.74538	-73.90541	America/New_York
Yonkers	US	40.9304	-73.89789	America/New_York
